"";"X.cronica";"X.ensayo";"X.prensa";"X.redes"
"destino";-1,2498;27,3591;-0,5873;-26,6093
"ocasionar";-1,9897;0,3171;9,0385;-5,424
"ocasional";0,2499;1,8795;-0,1972;-2,2803
"marta";0,5034;-2,1407;0,3793;0,8637
"sancho";-0,9276;1,0977;-0,5277;0,2899
"dar|decir";-0,2584;-6,4772;-2,3756;9,8558
"acorralar";-0,7135;-0,8977;-0,8542;3,2216
"civilizatorio";-0,9276;6,512;-1,1105;-2,4703
"civilizatoria";-0,713;7,8921;-1,623;-3,6104
"semestre";2,3441;-2,7227;-0,2172;0,3651
"mojar";1,2519;-0,6287;-0,2582;-0,3325
"weber";-2,4974;15,6465;-2,0548;-6,6509
"automático";-0,3257;1,5246;-0,2253;-1,1373
"práctica";-1,739;36,7831;-1,9002;-29,1614
"diecinueve";-0,7135;-0,8977;5,8103;-1,9002
"sobrar";-0,6958;0,3072;-0,3394;0,6647
"fugaz";0,4457;1,3743;-1,1959;-0,6767
"arquidiócesis";-0,7849;-1,8113;8,2307;-2,0902
"moriscos";-1,1417;8,0148;-1,3667;-3,0404
"económico";-3,7;21,1566;23,3392;-77,9131
"inminente";-1,1729;10,9249;-0,5804;-8,7412
"multiplicación";-0,8218;8,8515;-1,7938;-3,9905
"sacudir";1,4213;1,5026;0,5237;-5,2865
"complicado";0,8736;-1,9145;2,4482;-0,8518
"alimentario";-0,5046;1,1806;0,9447;-1,885
"neoliberal";0,3144;0,9275;1,5127;-3,5289
"wey";-4,4954;-10,3743;-5,3816;28,385
"kilometricas";-1,1417;-2,6347;-1,3667;7,2086
"piel";3,646;0,3054;-0,2821;-2,8489
"cruz";4,0783;1,2701;2,4389;-15,9634
"psicólogo";11,3728;-3,8487;-0,8473;-1,4888
"esanchez";-0,7849;-1,8113;8,2307;-2,0902
"hogueras";-1,4271;10,0185;-1,7084;-3,8005
"otrora";-0,2686;-0,8977;2,454;-0,5982
"presentar";1,3116;-2,2848;20,9646;-13,1091
"sayonara";8,1957;-1,6467;-0,8542;-1,9002
"manta";7,6754;-0,9912;0,2658;-5,1307
"transitorio";-0,5554;1,9773;0,4994;-2,0499
"temibles";-0,6597;5,0582;-0,8462;-2,3838
"colchón";5,0389;-0,5959;-1,2813;-1,2389
"economía";-3,6713;18,9659;4,787;-32,4743
"espiritual";-1,2944;24,5094;-7,1856;-9,745
"prudente";0,2472;3,7014;-1,623;-1,8114
"extorsionar";5,2799;-4,2814;1,9695;-2,8868
"agradable";-0,9276;1,6039;-0,5277;-0,3124
"criticaenlinea";-1,213;-2,7993;-1,4521;7,6592
"jmilei";-1,9979;-4,6107;-2,3918;12,6152
"proporcionar";-0,5187;18,178;-0,965;-19,3833
"díaz";-1,3491;-15,0625;11,8827;1,1361
"placer";-7,7562;39,9301;-4,4724;-15,1249
"salazar";0,2411;-3,3253;5,6541;-0,9177
"sostenible";-0,2561;-0,4016;4,0384;-3,0404
"colegiar";-1,3557;-2,1392;12,2703;-3,6104
"humanidad";-5,4459;28,4788;-0,8862;-15,5889
"decepción";-0,3625;1,3413;0,9679;-2,5524
"gastronomía";-0,2686;-0,8977;4,4827;-1,9002
"acordar";3,3737;-6,5895;1,2296;0,3292
"contención";1,4495;0,4056;0,3793;-2,4703
"crear|creer";-3,3217;-17,2006;-6,4796;42,5921
"insignificante";-0,4063;1,6039;-1,1105;-0,3124
"disidente";-0,3257;1,0991;1,0648;-2,3838
"belisa82754991";-0,7135;-1,6467;-0,8542;4,5054
"aurora";-0,5554;0,4063;2,4711;-2,0499
"picazo";-0,7849;-1,8113;-0,9396;4,9559
"cmo";-0,8562;-1,976;-1,025;5,4065
"kierkegaard";-0,9276;6,512;-1,1105;-2,4703
"campeche";0,3361;-1,6467;4,4827;-1,9002
"sabbats";-1,2844;9,0166;-1,5376;-3,4204
"rouen";-0,7849;5,5101;-0,9396;-2,0902
"consignar";8,0909;-0,6066;-0,3439;-5,1113
"negligencia";2,5373;0,7528;-0,4533;-3,4204
"petro";-15,3427;-35,4073;-12,0691;86,0092
"protección";0,3184;1,7405;16,3562;-29,8707
"manejo";-0,924;-2,2566;11,6143;-3,0567
"residual";-0,999;0,93;2,2134;-2,6603
"músculos";0,2499;2,599;-0,4677;-2,2803
"anonimato";1,9469;-0,4058;1,5076;-3,7567
"aplaudir";0,6463;-0,5618;1,4904;-1,2428
"hegemonía";-0,999;0,5845;0,6373;-0,3881
"bro";-1,213;-2,7993;-1,4521;7,6592
"viejo";-5,4739;6,4141;-3,2518;0,5984
"insti";-0,7849;-1,8113;-0,9396;4,9559
"exacto";1,4419;0,9144;-1,9971;-0,692
"sortilegios";-0,7849;5,5101;-0,9396;-2,0902
"contaminar";-0,526;5,4709;-0,3276;-4,8523
"1990";0,4911;0,6478;-0,2582;-0,8507
"1993";0,4457;0,93;0,6373;-2,6603
"1992";-0,3257;2,0339;0,3927;-2,3838
"1995";5,8709;-1,7151;0,8015;-3,9905
"1994";5,311;-1,2224;-0,406;-1,5202
"1996";1,4127;1,2606;0,2436;-4,1805
"1998";-0,2902;1,2617;1,1725;-3,2304
"surtir";0,2894;0,3224;1,4904;-2,0902
"gloria";-0,2881;5,4967;-0,7189;-4,4585
"trasladar";2,8176;-0,2885;6,1498;-15,4003
"prisión";7,1558;0,8205;-0,4006;-7,9226
"atraer";-0,6271;4,1719;0,3805;-3,9788
"arce";-0,9276;-2,1407;5,2565;-0,573
"arco";-2,4974;0,5332;1,4344;-0,419
"padre";27,8238;-2,7827;-0,8495;-7,8472
"reparación";2,7878;-0,2767;0,3292;-2,4339
"jaimepalomera";-1,3557;-3,1287;-1,623;8,5603
"adopción";-0,3589;0,497;-0,1972;-0,2437
"infidelidad";-11,781;-28,6039;-17,5127;81,6066
"desconfiar";0,2164;0,701;-0,2348;-0,573
"ilegal";2,7581;-4,4788;6,3148;-3,6852
"valor";-9,1691;47,8339;-0,7969;-26,821
"comprobar";3,0766;-0,7418;1,2263;-3,2428
"araceli";52,456;-10,539;-5,467;-12,1618
"contador";-0,313;-1,8113;6,518;-2,0902
"aracely";-0,5046;-2,47;9,3786;-2,8503
"bandarrita";-0,8562;-1,976;-1,025;5,4065
"hpta";-1,5698;-3,6227;-1,8792;9,9119
"vergonzoso";-0,8218;-0,5135;-0,3292;1,4617
"l";-40,8636;-52,9435;56,266;10,7906
"socio";-2,8542;-1,1162;6,8652;-0,9572
"estabilidad";-2,1406;1,5698;0,5517;-0,6777
"negrosconataud";-5,1377;-11,8564;-6,1504;32,4403
"maduro";-3,0982;-6,992;16,5904;-0,911
"daniel";36,4766;-5,0281;0,9482;-24,4371
"suyas";1,3591;0,7528;-1,5376;-0,7486
"trastorno";-7,2071;-7,2392;19,8011;-0,6046
"compensación";-0,2902;4,6339;-0,7805;-3,2304
"alcohol";0,975;-2,6485;6,8506;-3,3821
"tiburón";-0,5554;-0,6864;0,4994;0,7726
"atayde";3,8426;-1,6467;0,5874;-1,9002
"resolución";-0,2656;-1,3904;10,5675;-5,8978
"john";0,2798;3,1482;-0,5156;-2,6979
"alonso";-1,5163;-0,4268;-0,3481;1,7191
"receta";-0,7877;2,6264;1,2189;-4,2823
"primavera";3,1507;1,2606;-1,1172;-4,1805
"invasor";-1,2844;5,0582;-0,2253;-3,4204
"korina";17,5383;-3,952;-2,0501;-3,4091
"regañándome";-0,7135;-1,6467;-0,8542;4,5054
"cabrera";5,4521;-2,3053;0,6373;-2,6603
"narcotraficante";5,3978;-5,2694;0,2847;-0,4149
"envenenamiento";-0,999;7,0129;-1,1959;-2,6603
"grave";-1,5334;-3,0233;4,9229;0,6191
"aunq";-0,7849;-1,8113;-0,9396;4,9559
"reserva";-1,0771;3,6599;2,0838;-6,8599
"testimonio";2,7815;6,1591;-1,2961;-10,5434
"cuello";5,3626;-0,5663;-0,8236;-1,857
"viajero";-1,4984;5,3518;0,2745;-3,9905
"leilacarochujfi";-0,7849;-1,8113;-0,9396;4,9559
"5ui0zlucnn";-0,9276;-2,1407;-1,1105;5,857
"cancelar";0,2535;-5,1906;2,3401;1,0037
"pastel";1,9172;-0,2731;-0,5892;-0,6767
"autodefensas";11,0769;-3,2933;-0,2929;-3,8005
"félix";8,7929;-3,6062;1,8262;-6,6509
"secuestrar";35,7957;-7,1889;-1,0469;-9,9027
"incesante";-1,3557;4,5329;-0,2582;-2,5524
"manuscrito";-1,6412;8,4274;-0,7105;-4,3705
"visión";-1,689;10,2559;2,4665;-16,0348
"subterráneo";-0,999;4,3506;-0,5892;-1,7216
"común";2,3173;8,7259;1,3609;-25,2027
"paternidad";-2,0693;8,7748;-0,4089;-5,5107
"tono";0,9958;-0,2588;0,456;-1,0743
"aquino";-0,7135;3,6534;-0,3526;-1,9002
"enfado";-0,313;-0,2807;-0,9396;1,2713
"perseguir";-0,339;7,4144;-0,4049;-7,117
"loma";3,1454;-1,976;0,8189;-1,4002
"vago";-1,5163;4,4407;-0,8687;-1,2253
"vinculación";-0,6759;12,5767;-1,3761;-9,5013
"trasero";0,9046;-0,5489;0,6846;-0,7486
"anual";0,4908;-0,8048;7,6007;-6,7801
"reivindicación";-1,4945;12,705;-1,0148;-8,1711
"preferencia";-0,9794;-0,2822;8,1345;-6,2708
"invitar";2,6251;-3,7898;7,0397;-3,722
"supervisar";0,8267;-0,9792;3,9698;-3,6104
"musical";-0,3625;-0,9792;5,7648;-2,5524
"operación";1,9576;-3,2451;18,167;-14,5237
"antoniornaranjo";-3,5678;-8,2335;-4,2711;22,5276
"vigencia";-0,8218;1,0392;0,4994;-0,7226
"querétaro";-0,6428;-8,0688;27,0604;-9,3113
"féretro";0,7358;-0,2163;1,0645;-1,9002
"pedrerol";-0,999;-2,3053;-1,1959;6,3075
"categórico";-0,767;7,0461;-0,9803;-3,8005
"teológica";-0,9276;5,0466;-0,5277;-2,4703
"teológico";-1,9979;14,026;-2,3918;-5,3207
"concertar";-4,7809;-4,9538;3,0325;3,5168
"camión";12,5404;-5,4525;0,5177;-3,7407
"scholz";-1,0703;-1,5715;9,3786;-2,8503
"juez";2,9311;3,3781;1,1353;-14,3325
"selva";0,7561;-0,7121;3,6997;-3,8005
"vacio";0,4911;0,4079;-0,2582;-0,5481
"gallego";0,3361;-0,8977;-0,3526;0,9991
"jacques";-0,999;7,0129;-1,1959;-2,6603
"lavar";1,6384;-0,3018;-0,3106;-0,9391
"estadunidenses";-1,2844;-2,964;13,4686;-3,4204
"cognoscitiva";-1,1417;8,0148;-1,3667;-3,0404
"traición";-0,9937;4,7374;-0,6576;-2,134
"1648";-0,8562;6,011;-1,025;-2,2803
"mortalidad";-0,8823;6,6965;-0,289;-5,8908
"análisis";2,2546;5,7036;0,4487;-15,1822
"espeso";0,7399;2,2596;-0,6518;-2,8503
"reproductivo";4,4195;-0,9818;0,996;-4,3705
"nervio";-1,1801;-3,8896;0,6916;3,5923
"repartir";1,3729;1,7413;-1,3501;-1,8549
"desviar";0,2441;1,8203;0,7733;-3,7567
"xiii";-4,9236;34,5652;-5,8941;-13,112
"récord";-10,1735;-24,8123;-7,9658;60,1628
"test";-1,3557;1,8025;-0,5021;-0,3325
"banquete";-1,0703;5,9883;-1,2813;-1,885
"banqueta";9,5272;-2,6347;-0,3604;-3,0404
"actualizar";0,4911;0,4079;1,4034;-2,5524
"amlo";-1,6653;-12,3504;4,7502;3,2898
"consumidor";-17,2967;-19,9159;-13,2136;72,4279
"singularidad";-0,8562;6,011;-1,025;-2,2803
"comunitario";73,7962;-12,2592;-3,8744;-24,1344
"edicto";-2,8261;1,2406;9,272;-10,2615
"turno";5,3005;-1,6217;1,6279;-4,3084
"cosa";-5,4656;-2,5103;-37,1508;48,5803
"inquisición";-2,3547;16,5307;-2,8189;-6,2708
"razón";-8,5804;11,2464;-4,3891;0,4144
"demográfica";-0,8562;6,011;-1,025;-2,2803
"demográfico";0,3122;2,9626;-0,7805;-2,2162
"tentación";-2,0699;19,695;-1,7144;-12,1618
"aburrimiento";-0,5046;-0,5959;5,4054;-2,8503
"derramar";-0,5046;0,789;0,9447;-1,2389
"abrazar";2,0353;-12,2348;-5,1669;12,2186
"cien";-1,3563;6,0732;0,6097;-5,7392
"extra";0,6919;-1,7151;1,1808;-0,2844
"restablecer";-0,767;3,3282;0,5546;-3,8005
"veinte";0,4023;6,1867;-0,3902;-8,7412
"anuncio";-0,6505;1,044;4,7118;-5,9335
"valoración";-0,4;7,8949;-1,3615;-5,1672
"inflación";-2,0693;-0,8424;2,578;0,3391
"antijudaísmo";-2,4974;17,5326;-2,9897;-6,6509
"cabeza";4,0816;-0,8619;-0,9332;-0,7087
"quizás";-0,7316;1,8999;-2,2629;0,4365
"respetuoso";-0,4006;-1,5891;-0,5523;2,758
"angelamrobledo";-5,994;-13,8325;-7,1755;37,8474
"apestados";-0,7135;5,0092;-0,8542;-1,9002
"regalo";0,8242;-0,749;-0,6457;0,6436
"ctxt_es";-0,7849;-1,8113;-0,9396;4,9559
"fiscal";0,5462;-14,5591;8,3958;1,0177
"idiazayuso";-1,9266;-4,446;-2,3063;12,1647
"autoconocimiento";-0,9276;2,23;0,7216;-2,4703
"inmueble";0,3854;-5,3101;20,2504;-10,0714
"tel";-0,9276;-1,296;7,9433;-2,4703
"anunciá";-0,7849;-1,8113;-0,9396;4,9559
"kuri";-0,9276;-2,1407;9,7273;-2,4703
"larreta";-3,2823;-7,5748;-3,9294;20,7253
"corona";0,5802;0,3507;0,996;-1,7876
"orgullo";-0,8877;2,1318;-0,5655;-0,69
"nom";-0,999;-2,3053;-0,5892;4,8842
"noo";-1,4271;-3,2933;-1,7084;9,0108
"preparación";-0,4801;2,1552;0,7298;-3,064
"noa";-1,4984;-3,458;-1,7938;9,4614
"huella";0,6616;1,3617;0,3962;-2,6891
"adrenalina";-1,2784;-3,6179;2,0684;1,6325
"derogar";-35,2573;-79,0072;-40,1722;217,0425
"hctordetectivmx";-0,999;-2,3053;-1,1959;6,3075
"indígena";33,985;-7,0832;3,6752;-29,0309
"avignon";-1,4271;10,0185;-1,7084;-3,8005
"precisar";0,3186;1,854;3,3967;-10,6415
"noé";5,9321;-1,296;-0,2348;-2,4703
"rudo";1,6037;0,497;-0,4677;-1,4002
"excelsior";-17,6979;-40,8426;185,6189;-47,1319
"sexenal";2,8356;-1,6467;1,0645;-1,9002
"plomo";-0,1927;0,93;-0,5892;-0,3881
"gerardo";-0,286;-7,0808;18,69;-5,6988
"nepo";9,0152;-1,8113;-0,9396;-2,0902
"sobrevivir";3,0182;0,4965;0,6588;-4,652
"estandarización";-0,7135;5,0092;-0,8542;-1,9002
"localidad";-3,6391;1,8317;7,1;-8,229
"colombiano";1,3514;-5,6072;0,9356;0,9117
"estudio";-0,3738;4,8173;11,5727;-29,879
"valienteguerre1";-1,3557;-3,1287;-1,623;8,5603
"burocracia";-0,3665;6,4778;-1,398;-3,7567
"septiembre";-2,5557;-20,4561;176,7083;-87,2344
"dibujar";3,2216;0,7616;-1,6136;-2,0483
"imprenta";-1,8552;8,5751;-0,5333;-4,9406
"dirección";0,8329;10,2252;-0,277;-15,8228
"patrulla";9,7043;-5,3101;2,8545;-6,4359
"procesión";-1,5766;10,994;-0,9204;-6,4608
"indie5051";-1,2844;-2,964;-1,5376;8,1097
"estrato";0,5034;0,4056;-0,2348;-0,573
"1979";-0,3589;2,599;-0,1972;-2,2803
"desmoronamiento";-0,7135;5,0092;-0,8542;-1,9002
"miseria";-0,6216;18,7081;-2,6936;-11,9446
"reducción";-2,6231;2,9384;6,0128;-10,4205
"aeropuerto";0,8403;-2,1024;4,1908;-1,925
"horóscopo";-0,7849;-0,2807;-0,9396;1,8762
"mutuamente";-0,3146;7,5963;-1,7594;-4,6351
"amplio";-0,5905;20,7872;0,6151;-29,3705
"xóchitl";0,4911;-3,1287;1,4034;0,4566
"ambiente";-0,482;3,0261;3,0229;-8,6475
"atravesar";2,1538;2,6679;-0,279;-7,4398
"ginebra";-1,9266;5,9794;0,4574;-5,1307
"inexplicable";-0,5037;-2,2365;-0,2614;2,7661
"contrario";-4,7496;47,1807;-4,3673;-21,6516
"aragón";0,6016;1,2617;-0,1944;-2,2162
"tropical";-0,8562;-0,3515;4,6195;-2,2803
"ofrendar";-0,5046;0,4875;2,6985;-2,8503
"vertiente";1,6037;0,497;-0,1972;-2,2803
"maltratar";-0,1927;0,5845;0,3292;-0,6767
"goray";-0,999;-2,3053;-1,1959;6,3075
"traspasar";0,4457;2,5925;-0,5892;-2,6603
"espejismo";-0,999;5,5164;-1,1959;-1,7216
"milenio";1,754;0,789;-0,6518;-1,885
"moderno";-19,129;115,8844;-13,4332;-46,2291
"implacable";0,2894;2,2162;-0,4093;-2,0902
"azcapotzalco";1,145;-1,8113;3,0129;-2,0902
"impensable";0,2894;0,6095;0,2144;-0,7172
"irene";-8,8484;-20,4199;-8,0034;51,4642
"desalojo";2,311;-1,976;1,952;-2,2803
"vial";-0,1927;-2,3053;5,9021;-1,7216
"caudal";0,8223;-0,5096;2,2134;-2,6603
"gaspar";-0,7135;-0,8977;5,8103;-1,9002
"infinidad";-0,2561;1,0157;0,4994;-1,3782
"feijóo";-2,6401;-6,0927;-3,1606;16,6702
"retirada";-1,6412;3,6905;-0,2172;-1,7876
"inmune";-0,4549;3,3924;-0,5892;-1,7216
"verso";-0,1936;2,0935;-0,5523;-1,3892
"ami";-0,2686;-1,6467;-0,8542;3,2216
"amo";-5,8144;-8,7369;-18,0253;42,1437
"ama";0,7163;0,7825;-3,5708;0,5367
"amp";-0,999;-2,3053;-1,1959;6,3075
"fortuna";-0,9035;6,8958;-0,8702;-3,5929
"conducto";0,3361;-0,4655;2,454;-1,9002
"verbal";-0,4398;0,2908;-0,3292;0,5099
"héroe";20,0877;-2,8498;-0,2659;-8,8034
"estatura";10,5615;-1,409;-1,1866;-3,2362
"burbuja";-0,2193;0,2908;-0,6039;0,5099
"francia";-17,4838;56,0563;-2,1782;-24,261
"dibujo";0,31;-2,8494;-0,3809;2,7001
"prescribir";-0,9276;1,6039;-0,5277;-0,3124
"meramente";-1,3557;9,5176;-1,623;-3,6104
"palma";-0,933;-0,9818;3,7024;-0,6205
"liderazgo";0,5253;-5,4843;12,9101;-4,095
"vi";0,4504;-8,083;1,4439;3,1516
"debilitamiento";-0,7135;3,6534;-0,3526;-1,9002
"miranda";0,5433;-2,964;5,178;-1,6647
"carabayllo";-0,999;-2,3053;-1,1959;6,3075
"cantón";-1,2844;4,1311;0,3927;-3,4204
"medición";-0,713;1,3413;1,9215;-3,6104
"explícito";-0,4801;2,1552;1,0842;-4,1805
"freddy";-1,2844;-2,964;-1,5376;8,1097
"depresión";-5,4955;-15,0018;73,5218;-16,2772
"moderar";-1,3355;1,0197;4,783;-5,1894
"600";3,6865;-1,2668;1,5127;-3,5289
"intento";0,5077;-0,4867;-1,3459;1,099
"pasillo|paso";3,3362;-0,844;0,5569;-1,9697
"famoso";-0,258;0,5348;-1,1535;0,5415
"márquez";0,4457;-1,4329;1,5802;-0,3881
"monte";2,9325;-1,0384;1,8298;-3,446
"inversión";-13,8226;-8,7685;-0,325;22,7924
"monto";0,6149;-4,6107;11,3731;-5,3207
"lautaroromm";-12,6307;-29,1486;-15,1205;79,7557
"montt";-0,7135;-1,6467;-0,3526;3,2216
"bosque";8,3131;4,6434;-1,8926;-15,6619
"terapia";5,4111;-1,3709;1,3507;-4,0308
"semejante";-7,8565;48,0477;-5,6184;-19,1898
"interesar";-1,3903;0,5177;2,816;-1,4233
"comercial";-0,8006;-0,6662;15,2034;-10,1357
"horror";-1,7184;-4,2504;54,3659;-25,3701
"envejecimiento";-1,3557;-0,9792;-0,9129;3,8686
"música";-0,3056;-2,9321;16,5484;-6,5995
"instagram";-1,0463;-4,1167;0,3283;4,3771
"músico";0,5696;0,2558;0,8189;-1,4002
"propiciar";0,4019;1,0392;0,8015;-2,8926
"juicio";-1,9737;27,4908;0,8595;-32,4646
"ayudar";-2,1163;-49,1461;-16,0197;92,0827
"exceso";-3,828;11,3526;1,7566;-14,1045
"identidad";-3,9798;33,8331;-0,4867;-25,1987
"pionero";0,6463;0,6095;0,5063;-2,0902
"arena";0,7729;0,4751;0,3292;-1,1843
"atracar";-1,2844;-2,964;-1,5376;8,1097
"argumentar";-0,2405;-0,455;6,5521;-5,1731
"apocalípticos";-1,0703;7,5138;-1,2813;-2,8503
"fracasar";-1,1729;0,7663;0,3567;-0,2754
"esparcir";1,4773;-0,2668;1,1725;-3,2304
"marginar";-0,3422;6,2501;-0,5223;-6,0808
"agudización";-0,7135;5,0092;-0,8542;-1,9002
"documental";0,5034;-0,7682;0,3793;0,2899
"documentar";6,7803;-0,2767;-0,2746;-6,8409
"garza";0,4882;-6,0927;16,0115;-7,0309
"dios";-23,0407;59,5815;-44,3224;-0,6174
"adán";-1,2314;1,5225;0,8964;-1,375
"1569";-0,7135;5,0092;-0,8542;-1,9002
"nacionalista";-1,7839;6,0674;-0,2754;-3,5826
"respaldar";0,7999;-3,6583;8,1613;-3,1046
"soltero";0,7561;-0,4456;-0,9803;0,6006
"universidad";0,6035;-0,3841;12,3949;-12,8655
"horizontal";-0,1927;2,5925;-0,2746;-2,6603
"apóstol";-0,4549;2,5925;-0,5892;-1,1028
"chiquihuite";-1,4984;-3,458;15,7134;-3,9905
"reeducación";9,0152;-1,8113;-0,9396;-2,0902
"asignar";0,5018;5,0487;0,5425;-10,0541
"territorial";0,2472;0,4079;2,5216;-3,6104
"epicúreo";-1,1417;8,0148;-1,3667;-3,0404
"coeditor";-1,0703;-2,47;11,2238;-2,8503
"tremendo";-1,1729;-1,2881;-1,1658;4,4211
"7";-1,1082;-6,26;31,9904;-7,0888
"planeta";-3,3789;9,638;0,3921;-5,5778
"cifra";-0,7747;0,4322;24,2414;-26,1357
"cadáver";9,5352;6,3898;-6,3469;-14,7931
"insólito";0,2894;1,0125;-0,4093;-0,7172
"adelantar";0,3186;-0,3121;3,3967;-2,9374
"veloz";-0,3257;2,6326;-0,4533;-1,6647
"aguardar";-0,2381;5,5319;-0,6239;-5,3207
"lacasadelosfamososmx";-0,9276;-2,1407;-1,1105;5,857
"gestionar";0,3554;1,2552;0,5537;-2,3043
"admitir";-0,3056;4,0206;-0,6571;-2,8467
"quinientos";-0,1927;1,3743;0,6373;-2,6603
"basar";-5,2578;16,7333;-0,4983;-7,6959
"asco";-5,8433;0,5893;-9,8237;9,0436
"pedagogía";-0,7135;3,6534;-0,3526;-1,9002
"sismos";-2,4261;-4,3766;21,3607;-5,1672
"monasterios";-0,7849;5,5101;-0,9396;-2,0902
"sultán";0,3361;1,8452;-0,8542;-1,088
"gómez";3,4331;-14,3266;8,8231;-1,7899
"traumada";-0,7849;-1,8113;-0,9396;4,9559
"hallar";13,72;16,632;-7,2729;-38,7598
"nulo";-0,5777;2,4793;-0,3179;-1,4889
"misil";-1,3557;-0,6287;7,9532;-3,6104
"isupaddmhs";-1,4984;-3,458;-1,7938;9,4614
"progresismo";-5,3517;-10,7992;-5,1685;29,8211
"michoacán";3,7702;-10,0049;14,3067;-8,3332
"episodio";-1,5375;0,9217;0,5677;-0,4046
"bastión";-0,4549;0,3309;2,9557;-2,6603
"retratar";-1,9266;-4,446;-2,3063;12,1647
"referencia";-0,9616;12,2454;-0,4577;-10,2037
"electotal";-5,6372;-13,0091;-6,7484;35,5944
"obesidad";-1,213;-0,4731;5,5775;-2,2162
"deteriorar";0,2777;0,2811;2,086;-2,3838
"tw";-1,3557;-3,1287;-1,623;8,5603
"sometimiento";-0,2236;2,2596;-0,3165;-1,885
"cultura";-4,1122;15,6828;3,4649;-19,4198
"originalmente";0,5034;1,6039;-0,2348;-2,4703
"atracción";-1,213;1,2617;-0,406;-0,219
"obsesiva";-0,9276;3,9141;-1,1105;-0,9701
"corrupción";1,1837;-8,2864;8,4479;-0,8571
"genético";8,7105;1,5694;-2,1755;-9,3532
"experimentar";-7,987;-1,8163;-3,416;15,8887
"asediar";-0,3589;3,4827;-0,4677;-2,2803
"experimental";-0,8562;3,4827;-0,4677;-1,4002
"senador";1,1001;-24,2078;6,0934;2,146
"belleza";-0,9714;1,1099;0,262;-0,4386
"brillar";0,5262;-0,4433;-0,2614;0,2904
"inglés";-1,8458;10,5581;-0,2948;-7,2482
"entrenamiento";0,2499;-0,3515;1,3238;-0,8414
"mafioso";-0,6597;-0,8784;-1,5376;3,5165
"adn";35,5673;-7,7931;-2,8494;-7,9462
"sombra";0,2913;9,0345;-2,4513;-5,0198
"paco";80,96;-20,2552;-4,7459;-18,6549
"carbón";0,3361;-0,4655;1,6857;-1,088
"grano";0,3144;5,4967;-0,7189;-5,7007
"castrar";-0,6947;-3,6062;14,6984;-4,3509
"vigilia";0,5316;-0,4855;-2,0501;1,3315
"arturo";36,2316;-17,2909;1,794;-15,4386
"placeres";-3,9246;25,4713;-3,5857;-10,4515
"globalizar";-1,0703;7,5138;-1,2813;-2,8503
"ininterrumpido";-0,7135;2,6392;0,2549;-1,9002
"estamental";-1,8552;13,0241;-2,2209;-4,9406
"escisión";-0,999;7,0129;-1,1959;-2,6603
"informal";0,9909;2,2992;-0,7805;-3,2304
"instar";-0,4006;-1,5891;2,3363;-0,233
"informar";0,4083;-2,51;26,7144;-15,4299
"flotante";-0,7135;3,6534;-0,3526;-1,9002
"trigo";-0,4398;2,3964;0,4994;-2,8926
"tampoco";-5,2347;-22,2492;-26,8102;81,7177
"derecho";17,104;0,5819;13,3845;-49,4812
"bolsa";43,0015;-8,3308;-2,0044;-10,506
"recinto";-0,3665;-0,252;4,4351;-3,7567
"popular";4,6892;3,1833;2,4261;-24,2235
"plegaria";-1,3557;7,8921;-1,623;-2,5524
"neumann";-0,7849;5,5101;-0,9396;-2,0902
"gracia";-2,6725;4,367;-8,0668;1,9964
"autopartes";8,1957;-1,6467;-0,8542;-1,9002
"ruinar";-0,2247;3,2091;-0,5899;-2,4308
"puntualizar";0,4457;-2,3053;5,9021;-2,6603
"legítimo";-1,1967;8,2782;0,4537;-8,2847
"limpio";1,8265;-3,5854;1,7342;-0,4244
"encaminar";1,7808;-1,028;0,9319;-1,2428
"ruta";3,9896;-1,1488;6,4284;-12,383
"similar";1,0484;4,8505;0,5325;-10,3547
"implementar";-0,4006;-3,2933;9,9038;-2,7221
"destrucciones";-1,7839;12,5232;-2,1355;-4,7506
"mbappe";-1,213;-2,7993;-1,4521;7,6592
"bendecir";-0,7135;0,749;-0,3526;0,3027
"aceptación";-2,8261;7,562;0,8107;-6,6021
"inmobiliario";-0,4398;-1,7151;3,4539;-0,4671
"mentira";-9,2107;-13,472;-6,0185;43,0648
"evidente";-5,4955;14,224;-2,4418;-2,5122
"generalización";-2,5688;18,0335;-3,0751;-6,8409
"estimar";-0,2952;0,8876;3,6988;-5,9403
"agrupación";-0,4006;-1,5891;4,5015;-0,9569
"billones";-0,2686;-0,2163;2,454;-1,9002
"atacar";-2,0537;4,9096;-1,7014;-0,6672
"vampiro";-0,8562;0,497;-0,4677;0,6528
"cristo";-4,5111;23,0029;-5,6719;-5,6278
"leo_nm33";-1,7125;-3,952;-2,0501;10,813
"heredero";-0,4398;1,0392;1,6363;-2,8926
"miedo______";-1,1417;-2,6347;-1,3667;7,2086
"claro";-0,3912;2,395;-0,4427;-1,6901
"gobernar";-3,8562;-7,3659;1,7921;7,4005
"nombrar";5,7387;-5,0695;0,325;-0,285
"turístico";-0,2686;0,4064;1,0645;-1,088
"oponer";-1,3159;17,9908;-4,11;-7,3187
"despacho";0,6667;0,4063;1,2929;-3,0404
"atropellar";-4,8649;-26,3488;-12,1144;57,0463
"lapso";3,2581;-0,322;0,3927;-3,4204
"vasconcelos";-0,2686;-1,6467;5,8103;-1,9002
"tatuajes";6,1394;-2,47;-0,6518;-0,7854
"santuario";-1,1417;3,3464;-0,3604;-1,3782
